0,0,0,30.0,2019,0,1,0,1,1004,12,43,0
1,1,0,12.0,2019,1,1,0,0,354,2,24,0
2,2,1,10.0,2018,0,0,0,0,400,8,29,0
3,3,0,12.0,2019,1,0,0,0,340,2,35,0
4,4,0,12.0,2018,1,0,0,0,252,4,8,0
5,1,0,12.0,2018,1,1,0,0,454,15,26,0
6,5,2,12.0,2019,0,1,0,0,200,1,21,0
7,4,0,12.0,2019,1,0,0,1,150,16,38,0
8,6,1,8.0,2018,0,1,0,0,120,12,42,0
9,7,0,12.0,2017,0,0,0,0,400,9,48,1
10,7,0,12.0,2017,0,0,0,0,400,17,49,0
11,8,3,12.0,2018,1,0,0,0,400,8,10,0
12,8,0,12.0,2017,1,0,0,0,234,1,36,0
13,8,4,8.0,2018,1,0,0,0,345,13,34,0
14,9,3,12.0,2019,0,0,0,0,300,9,29,0
15,10,3,13.0,2019,1,0,0,0,400,17,44,1
16,11,2,12.0,2017,1,0,1,0,456,0,36,0
17,12,5,20.0,2016,2,1,1,0,300,17,39,0
18,12,5,20.0,2019,2,1,1,0,300,0,19,0
19,12,5,20.0,2019,2,1,1,0,300,9,45,0
20,12,5,20.0,2020,2,1,1,0,300,16,44,0
21,12,5,20.0,2019,2,1,1,0,300,9,38,0
22,12,5,20.0,2015,2,1,1,0,300,7,40,0
23,13,0,20.0,2011,3,0,1,1,234,11,11,0
24,14,0,21.0,2017,4,1,0,0,454,9,1,0
25,12,5,20.0,2014,2,1,1,0,300,9,39,0
26,15,0,14.0,2016,5,1,0,1,563,14,47,0
27,16,0,16.0,2017,6,0,0,1,800,5,13,0
28,17,0,12.0,2016,6,0,0,0,300,12,3,0
29,18,0,16.5,2016,6,0,0,1,160,0,19,0
30,15,0,17.0,2016,5,1,0,1,700,7,37,0
31,15,0,11.0,2014,5,1,0,1,356,19,9,0
32,17,0,13.0,2016,6,0,0,0,300,6,36,1
33,19,0,14.0,2016,0,0,0,0,234,15,19,0
34,20,0,14.0,2016,6,0,0,1,355,0,38,1
35,21,0,13.0,2020,7,0,0,0,500,3,6,0
36,22,0,20.0,2017,3,1,1,1,300,1,48,0
37,23,0,13.0,2017,8,0,0,0,250,3,29,0
38,22,0,20.0,2018,3,1,1,1,300,5,7,0
39,16,0,14.0,2018,6,0,0,0,200,6,20,0
40,23,0,13.0,2019,8,0,0,0,200,15,39,0
41,24,0,16.0,2019,9,0,0,1,500,0,16,0
42,25,0,20.0,2020,0,0,0,1,500,4,26,0
43,26,0,22.0,2020,9,0,0,1,640,18,38,1
44,14,0,18.0,2020,4,1,0,0,700,14,25,1
45,27,0,20.0,2020,3,1,1,1,300,7,36,0
46,28,3,14.0,2014,4,1,0,0,540,10,40,0
47,29,3,12.0,2014,6,0,0,0,123,6,15,0
48,30,3,17.0,2018,8,0,0,1,563,14,4,0
49,31,3,10.0,2019,6,0,0,0,567,7,6,0
50,30,3,18.0,2020,8,0,0,1,327,17,37,0
51,32,1,10.0,2013,4,1,0,0,432,1,14,0
52,33,1,9.5,2014,6,0,0,0,323,6,33,0
53,34,1,9.5,2013,0,0,0,0,434,9,20,1
54,35,1,13.0,2020,3,1,0,0,231,19,10,0
55,36,6,10.0,2020,10,1,0,0,453,8,15,0
56,37,6,15.0,2018,10,0,0,0,200,18,7,0
57,38,7,18.0,2020,11,1,0,0,472,0,22,0
58,38,7,10.0,2019,10,0,0,0,300,0,28,0
59,39,6,15.0,2020,10,0,0,1,483,15,18,0
60,40,0,10.0,2020,10,0,0,0,354,4,22,0
61,41,7,10.0,2013,10,0,0,1,653,16,31,0
62,36,6,10.0,2019,10,0,0,0,335,2,44,0
63,42,6,15.0,2020,12,0,0,0,400,1,8,0
64,43,8,13.0,2014,8,0,0,0,635,19,17,0
65,44,7,17.0,2020,3,0,0,0,157,10,31,0
66,45,9,20.0,2019,7,0,0,0,400,14,28,1
67,45,9,20.0,2019,7,0,0,0,400,19,47,0
68,12,5,20.0,2018,2,1,1,0,300,3,47,0
69,31,4,4.9,2018,6,0,0,0,452,7,49,1
70,46,10,18.0,2019,4,1,0,1,500,14,47,0
71,47,2,16.0,2019,4,1,0,1,354,12,35,0
72,48,2,50.0,2020,13,0,1,1,1000,5,29,1
73,49,11,17.5,2020,5,1,0,0,345,15,44,0
74,50,12,10.0,2018,13,0,1,1,200,17,5,0
75,51,13,16.0,2020,6,0,0,0,451,13,6,0
76,51,13,16.0,2019,6,0,0,0,453,0,21,1
77,52,13,20.0,2019,6,0,0,1,500,17,36,0
78,53,14,14.0,2013,6,0,0,0,220,4,15,0
79,54,15,15.0,2014,9,0,0,0,400,16,6,0
80,48,2,11.0,2012,13,0,1,1,400,12,46,1
81,48,2,13.5,2013,13,0,1,1,700,2,6,0
82,48,2,14.0,2017,14,0,1,0,210,9,40,0
83,47,2,16.0,2017,4,1,0,1,600,9,21,0
84,47,2,16.0,2018,4,1,0,1,500,6,35,1
85,55,16,19.0,2018,4,1,0,0,430,12,6,1
86,56,17,16.0,2019,4,1,0,0,400,15,26,0
87,57,18,15.5,2020,3,0,1,0,246,14,1,0
88,58,19,9.2,2014,3,0,1,1,200,3,39,0
89,58,19,25.0,2016,3,0,1,1,402,14,40,0
90,58,19,10.5,2020,14,0,1,1,245,14,7,0
91,59,20,9.0,2020,14,0,1,0,37,16,15,0
92,60,21,10.0,2020,14,0,1,0,104,0,32,0
93,61,22,8.0,2020,15,0,1,1,100,18,25,0
94,62,22,7.0,2010,15,0,1,1,100,11,4,0
95,61,22,8.0,2020,15,0,1,1,100,17,44,0
96,62,22,7.0,2010,15,0,1,1,100,6,8,0
97,62,22,7.0,2010,15,0,1,1,100,6,21,0
98,61,22,8.0,2020,15,0,1,1,100,12,37,0
99,63,23,10.0,2020,14,0,1,0,43,1,42,0
100,12,24,25.0,2019,4,1,1,0,343,9,29,0
101,64,24,30.0,2019,3,0,1,0,204,10,14,0
102,65,24,30.0,2020,3,0,1,0,205,2,22,0
103,66,24,30.0,2020,3,0,1,0,303,0,16,0
104,45,9,20.0,2013,7,0,0,0,200,5,9,0
105,45,9,20.0,2019,7,0,0,0,1000,6,32,0
106,67,25,13.0,2017,3,0,1,1,165,19,35,0
107,68,0,18.0,2017,6,0,0,0,387,2,35,0
108,67,25,13.0,2008,3,0,1,1,200,9,35,0
109,69,4,5.0,2018,1,0,1,0,800,9,28,0
110,70,26,5.0,2020,15,0,1,1,100,9,36,0
111,70,26,5.0,2020,15,0,1,1,100,12,45,0
112,70,26,5.0,2020,15,0,1,1,100,13,37,0
113,71,27,25.5,2017,15,1,1,0,300,3,18,0
114,50,12,11.0,2018,13,0,1,1,264,3,29,0
115,50,12,12.0,2018,13,0,1,1,300,11,4,0
116,50,12,15.0,2018,13,0,1,1,500,8,26,0
117,50,12,16.0,2018,13,0,1,1,600,18,39,0
118,50,12,14.0,2018,13,0,1,1,600,14,31,0
119,50,12,15.0,2018,13,0,1,1,600,15,38,0
120,72,28,17.0,2020,14,0,1,0,245,7,36,0
