0,0,0,30.0,2019,0,1,0,1,1004,6,26,0
1,1,0,12.0,2019,1,1,0,0,354,7,5,0
2,2,1,10.0,2018,0,0,0,0,400,13,24,0
3,3,0,12.0,2019,1,0,0,0,340,17,24,1
4,4,0,12.0,2018,1,0,0,0,252,13,46,0
5,1,0,12.0,2018,1,1,0,0,454,14,43,0
6,5,2,12.0,2019,0,1,0,0,200,17,1,0
7,4,0,12.0,2019,1,0,0,1,150,12,37,0
8,6,1,8.0,2018,0,1,0,0,120,12,40,0
9,7,0,12.0,2017,0,0,0,0,400,13,28,0
10,7,0,12.0,2017,0,0,0,0,400,19,14,0
11,8,3,12.0,2018,1,0,0,0,400,3,31,0
12,8,0,12.0,2017,1,0,0,0,234,15,13,0
13,8,4,8.0,2018,1,0,0,0,345,18,49,0
14,9,3,12.0,2019,0,0,0,0,300,2,48,0
15,10,3,13.0,2019,1,0,0,0,400,7,24,0
16,11,2,12.0,2017,1,0,1,0,456,1,34,0
17,12,5,20.0,2016,2,1,1,0,300,7,27,0
18,12,5,20.0,2019,2,1,1,0,300,0,39,0
19,12,5,20.0,2019,2,1,1,0,300,9,49,0
20,12,5,20.0,2020,2,1,1,0,300,12,43,0
21,12,5,20.0,2019,2,1,1,0,300,10,0,0
22,12,5,20.0,2015,2,1,1,0,300,0,42,0
23,13,0,20.0,2011,3,0,1,1,234,3,21,0
24,14,0,21.0,2017,4,1,0,0,454,1,18,0
25,12,5,20.0,2014,2,1,1,0,300,17,23,0
26,15,0,14.0,2016,5,1,0,1,563,11,30,0
27,16,0,16.0,2017,6,0,0,1,800,10,28,0
28,17,0,12.0,2016,6,0,0,0,300,9,11,1
29,18,0,16.5,2016,6,0,0,1,160,11,3,1
30,15,0,17.0,2016,5,1,0,1,700,10,10,0
31,15,0,11.0,2014,5,1,0,1,356,11,21,0
32,17,0,13.0,2016,6,0,0,0,300,5,9,1
33,19,0,14.0,2016,0,0,0,0,234,1,33,1
34,20,0,14.0,2016,6,0,0,1,355,6,17,0
35,21,0,13.0,2020,7,0,0,0,500,18,29,0
36,22,0,20.0,2017,3,1,1,1,300,4,24,0
37,23,0,13.0,2017,8,0,0,0,250,3,1,0
38,22,0,20.0,2018,3,1,1,1,300,19,37,0
39,16,0,14.0,2018,6,0,0,0,200,8,17,0
40,23,0,13.0,2019,8,0,0,0,200,13,8,0
41,24,0,16.0,2019,9,0,0,1,500,8,31,0
42,25,0,20.0,2020,0,0,0,1,500,19,2,0
43,26,0,22.0,2020,9,0,0,1,640,18,11,0
44,14,0,18.0,2020,4,1,0,0,700,5,8,0
45,27,0,20.0,2020,3,1,1,1,300,0,30,0
46,28,3,14.0,2014,4,1,0,0,540,16,48,0
47,29,3,12.0,2014,6,0,0,0,123,10,32,0
48,30,3,17.0,2018,8,0,0,1,563,1,1,0
49,31,3,10.0,2019,6,0,0,0,567,13,17,1
50,30,3,18.0,2020,8,0,0,1,327,8,30,0
51,32,1,10.0,2013,4,1,0,0,432,14,9,1
52,33,1,9.5,2014,6,0,0,0,323,0,19,0
53,34,1,9.5,2013,0,0,0,0,434,14,18,0
54,35,1,13.0,2020,3,1,0,0,231,10,25,0
55,36,6,10.0,2020,10,1,0,0,453,19,34,0
56,37,6,15.0,2018,10,0,0,0,200,14,20,0
57,38,7,18.0,2020,11,1,0,0,472,15,33,0
58,38,7,10.0,2019,10,0,0,0,300,18,28,0
59,39,6,15.0,2020,10,0,0,1,483,17,20,0
60,40,0,10.0,2020,10,0,0,0,354,3,15,0
61,41,7,10.0,2013,10,0,0,1,653,11,28,0
62,36,6,10.0,2019,10,0,0,0,335,19,41,0
63,42,6,15.0,2020,12,0,0,0,400,5,5,0
64,43,8,13.0,2014,8,0,0,0,635,19,1,0
65,44,7,17.0,2020,3,0,0,0,157,13,6,0
66,45,9,20.0,2019,7,0,0,0,400,2,13,1
67,45,9,20.0,2019,7,0,0,0,400,9,33,0
68,12,5,20.0,2018,2,1,1,0,300,5,22,0
69,31,4,4.9,2018,6,0,0,0,452,3,7,1
70,46,10,18.0,2019,4,1,0,1,500,4,33,0
71,47,2,16.0,2019,4,1,0,1,354,18,30,0
72,48,2,50.0,2020,13,0,1,1,1000,12,41,1
